dish_name,count,lemmas,course,protein,cooking_method,canonical_name
Zöldségkrémleves olivás ciabattával Hagymás sertéssült fokhagymás-tejfölös zsemlegombóccal,4,Zöldségkrémleves olivás ciabatta Hagymás sertéssült fokhagymás-tejfölös zsemlegombóc,leves,sertés,sült,Zöldségkrémleves olivás ciabattával Hagymás sertéssült fokhagymás-tejfölös zsemlegombóccal
"Lencsefőzelék, pörkölttel",4,"Lencsefőzelék , pörkölt",főzelék,vegetáriánus,pörkölt,"Lencsefőzelék, pörkölttel"
Lecsós szelet tarhonyával,4,Lecsós szelet tarhonya,főétel,vegetáriánus,,Lecsós szelet tarhonyával
Tejfölös húsgombócleves,4,Tejfölös húsgombócleves,leves,,,Tejfölös húsgombócleves
"Lecsós sertésszelet, rizs",4,"Lecsós sertésszél , rizs",főétel,sertés,,"Lecsós sertésszelet, rizs"
"Kelkáposzta főzelék, sertéspörkölttel",4,"Kelkáposzta főzelék , sertéspörkölt",főzelék,sertés,pörkölt,sertéspörkölt
"Kelkáposzta főzelék, fasírttal",4,"Kelkáposzta főzelék , fasírt",főzelék,,fasírozott,fasírozott
Hideg erdei gyümölcsleves,4,Hideg erdei gyümölcsleves,leves,,,gyümölcsleves
"Zöldbabfőzelék, sült oldalas",4,"Zöldbabfőzelék , sült oldalas",főzelék,sertés,sült,"Zöldbabfőzelék, sült oldalas"
Disznótoros tepsis burgonya,4,disznótoros tepsis burgonya,főétel,sertés,tepsis,Disznótoros tepsis burgonya
Zöldségkrém leves,4,Zöldségkrém leves,leves,vegetáriánus,,Zöldségkrém leves
Csevapcsicsa kocka burgonya kapros öntet,4,Csevapcsicsa kocka burgonya kapros öntet,főétel,,,Csevapcsicsa kocka burgonya kapros öntet
"Zöldborsós aprópecsenye, tésztával",4,"zöldborsós aprópecseny , tészta",főétel,,,"Zöldborsós aprópecsenye, tésztával"
"Baconös brokkolis csirkemell csőben, krokett",4,"Baconös brokkolis csirkemell cső , krokett",főétel,"csirke,sertés",,"Baconös brokkolis csirkemell csőben, krokett"
Baconbe göngyölt csirkecomb vegyes körettel,4,bacon göngyölt csirkecomb vegyes köret,főétel,"csirke,sertés",,Baconbe göngyölt csirkecomb vegyes körettel
"Édes - savanyú csirkemell, bulgur",4,"édes - savanyú csirkemell , bulgur",főétel,csirke,,Édes - savanyú csirkemell bulgurral
"Aranygaluska, vanília sodóval",4,"Aranygaluska , vanília sodó",főétel,,,galuska
Zöldség krémleves,4,Zöldség krémleves,leves,vegetáriánus,,Zöldség krémleves
"Zöldborsós sertés szelet, törtburgonya",4,"zöldborsós sertés szél , törtburgonya",főétel,sertés,,burgonyapüré
Almával sajttal sült csirkemell tejszínes burgonyapüré,4,Alma sajt sült csirkemell tejszínes burgonyapüré,főétel,csirke,sült,burgonyapüré
"Ananászos csirkemell, rizs",4,"Ananászos csirkemell , rizs",főétel,csirke,,"Ananászos csirkemell, rizs"
Tejfölös paszúj leves,4,Tejfölös paszúj leves,leves,,,Tejfölös paszúj leves
BBQ csirkeszárny zöldséges rizs,4,BBQ csirkeszárny zöldséges rizs,főétel,csirke,,BBQ csirkeszárny zöldséges rizs
"Töltött csirkecomb, petrezselymes burgonyával",4,"töltött csirkecomb , petrezselymes burgonya",főétel,csirke,töltött,"Töltött csirkecomb, petrezselymes burgonyával"
"Zöldborsóleves, vajas galuska",4,"zöldborsóleves , vajas galuska",leves,,,galuska
"Brokkoli krémleves, zsemlekocka",4,"brokkoli krémleves , zsemlekocka",leves,vegetáriánus,,"Brokkoli krémleves, zsemlekocka"
Burgonya krémleves,4,Burgonya krémleves,leves,,,Burgonya krémleves
Burgonyaleves kolbásszal,4,Burgonyaleves kolbász,leves,sertés,,Burgonyaleves kolbásszal
"Zöldborsófőzelék, rántott csirkemell",4,"Zöldborsófőzelék , rántott csirkemell",főzelék,csirke,rántott,rántott csirkemell
Tejfölös-baconos zöldbableves,4,tejfölös-baconos zöldbableves,leves,sertés,,Tejfölös-baconos zöldbableves
Csirkemájas rizottó,4,Csirkemájas rizottó,főétel,csirke,,Csirkemájas rizottó
"Csongrádi tekercs, steak burgonya",4,"csongrádi tekercs , steak burgonya",főétel,,,hasábburgonya
Csülökpörkölt főttburgonya,4,Csülökpörkölt főttburgonya,főétel,sertés,"főtt,pörkölt",Csülökpörkölt főttburgonya
"Csülökpörkölt, sósburgonya",4,"csülökpörköl , sósburgonya",főétel,sertés,pörkölt,"Csülökpörkölt, sósburgonya"
"Zöldborsó krémleves kolbászmorzsával Mustáros flekken, fűszeres burgonya, savanyúság",4,"Zöldborsó krémleves kolbászmorzs Mustáros flekk , fűszeres burgonya , savanyúság",leves,sertés,,savanyúság
Currys csirkemell jázmin rizs,4,Currys csirkemell jázmin rizs,főétel,csirke,,Currys csirkemell jázmin rizs
"Erdei gyümölcsmártás, rántott jércemell",4,"Erdei gyümölcsmártás , rántott jércemell",főétel,csirke,rántott,rántott csirkemell
"Gyümölcsfőzelék, párizsi szelet",4,"Gyümölcsfőzelék , párizsi szelet",főzelék,,párizsi,"Gyümölcsfőzelék, párizsi szelettel"
"Gyümölcsmártás, rántott szelet",4,"gyümölcsmártás , rántott szél",főétel,,rántott,"Gyümölcsmártás, rántott szelet"
"Halpaprikás, túrós csusza",4,"Halpaprikás , túrós csusza",főétel,vegetáriánus,,túrós csusza
"Zöldbabfőzelék, sült csirkecomb",4,"Zöldbabfőzelék , sült csirkecomb",főzelék,csirke,sült,"Zöldbabfőzelék, sült csirkecomb"
"Zöldbabfőzelék, fokhagymás natúrszelet",4,"Zöldbabfőzelék , fokhagymás natúrszelet",főzelék,,,"Zöldbabfőzelék, fokhagymás natúrszelet"
Kijevi sertéskaraj krokettel,4,Kijevi sertéskaraj kroket,főétel,sertés,,Kijevi sertéskaraj krokettel
"Kijevi sertéskaraj, törtburgonya",4,"Kijevi sertéskaraj , törtburgonya",főétel,sertés,,burgonyapüré
"Krumplifőzelék, fasírt",4,"Krumplifőzelék , fasírt",főzelék,vegetáriánus,fasírozott,fasírozott
"Zöldbab főzelék, stefánia vagdalt",4,"Zöldbab főzelék , stefánia vagdalt",főzelék,vegetáriánus,,"Zöldbab főzelék, stefánia vagdalt"
"Zöldbab főzelék, fokhagymás sertéssült",4,"Zöldbab főzelék , fokhagymás sertéssül",főzelék,sertés,sült,"Zöldbab főzelék, fokhagymás sertéssült"
"Zöldbab főzelék, fasírozott",4,"Zöldbab főzelék , fasírozott",főzelék,vegetáriánus,fasírozott,fasírozott
"Vörösboros marharagu, tésztával",4,"Vörösboros marharagu , tészta",főétel,marha,,"Vörösboros marharagu, tésztával"
Sült csontos karaj krumplipüré,4,sült csontos karaj krumplipüré,főétel,sertés,sült,burgonyapüré
"Meggyszósz, párizsi szelet",4,"meggyszósz , párizsi szelet",főétel,,párizsi,"Meggyszósz, párizsi szelet"
Mexikói tokány tésztával,4,mexikói tokány tészta,főétel,,,Mexikói tokány tésztával
"Vadas sertés szelet, zsemlegombóc, csőtészta",4,"Vadas sertés szél , zsemlegombóc , csőtészta",desszert,sertés,,"Vadas sertés szelet, zsemlegombóc, csőtészta"
"Vadas sertés szelet, tészta",4,"Vadas sertés szél , tészta",főétel,sertés,,"Vadas sertés szelet, tészta"
Mézes-mustáros csirke zöldséges rizs,4,mézes-mustáros csirke zöldséges rizs,főétel,csirke,,Mézes-mustáros csirke zöldséges rizs
"Tökmagos halfilé rántva, rizs",4,"tökmagos halfilé rántva , rizs",főétel,hal,rántott,"Tökmagos halfilé rántva, rizs"
"Szárazbabfőzelék, marhapörkölttel",4,"Szárazbabfőzelék , marhapörkölt",főzelék,marha,pörkölt,"Szárazbabfőzelék, marhapörkölttel"
Paprikás krumpli virslivel,4,paprikás krumpli virsli,főétel,sertés,,paprikás krumpli
"Paradicsomos káposzta, sertéssült",4,"Paradicsomos káposzta , sertéssül",főétel,sertés,sült,"Paradicsomos káposzta, sertéssült"
"Polpetti, vegyes köret",4,"Polpetti , vegyes köret",főétel,,,"Polpetti, vegyes köret"
"Tökfőzelék, stefánia szelet",4,"Tökfőzelék , stefánia szél",főzelék,vegetáriánus,,"Tökfőzelék, stefánia szelet"
Rizsfelfújt barack lekvárral,4,rizsfelfújt barack lekvár,főétel,,,Rizsfelfújt barack lekvárral
"Temesvári sertés szelet, párolt rizs",4,"temesvári sertés szél , párolt rizs",főétel,sertés,párolt,"Temesvári sertés szelet, párolt rizs"
Temesvári sertéskaraj rizzsel,4,Temesvári sertéskaraj rizz,főétel,sertés,,Temesvári sertéskaraj rizzsel
Tyúkerő leves,4,Tyúkerő leves,leves,,,Tyúkerő leves
"Rizsfelfújt, baracklekvár",4,"rizsfelfújt , baracklekvár",főétel,,,"Rizsfelfújt, baracklekvár"
"Roston sült csirkemell, karfiolos-pestós rizottó",4,"Roston sül csirkemell , karfiolos-pestós rizottó",főétel,csirke,"sült,grillezett","Roston sült csirkemell, karfiolos-pestós rizottó"
Rántott csirkemáj petrezselymes burgonya csemege uborka,4,rántott csirkemáj petrezselymes burgonya csemege uborka,főétel,csirke,rántott,petrezselymes burgonya
"Rántott csirkeszárny, francia salátával",4,"rántott csirkeszárny , francia saláta",főétel,csirke,rántott,"Rántott csirkeszárny, francia salátával"
"Rántott sajt - rántott csirkemell, párolt rizs, majonézes burgonya",4,"rántott sajt - rántott csirkemell , párolt rizs , majonézes burgonya",főétel,csirke,"rántott,párolt",rántott sajt
"Rántott szelet, petrezselymes burgonyával",4,"rántott szél , petrezselymes burgonya",főétel,,rántott,"Rántott szelet, petrezselymes burgonyával"
Tárkonyos zöldséges húsgombócleves,4,tárkonyos zöldséges húsgombócleves,leves,vegetáriánus,,Tárkonyos zöldséges húsgombócleves
Sertéspörkölt tésztával,4,Sertéspörkölt tészta,főétel,sertés,pörkölt,sertéspörkölt
Rózsa Sándor tál,4,Rózsa Sándor tál,főétel,,,Rózsa Sándor tál
Tyúkleves,4,Tyúkleves,leves,,,Tyúkleves
Sajtos-tejfölös nudli,4,sajtos-tejfölös nudli,főétel,vegetáriánus,,Sajtos-tejfölös nudli
Savanyú burgonyaleves kolbásszal,4,Savanyú burgonyaleves kolbász,leves,sertés,,Savanyú burgonyaleves kolbásszal
"Sajttal-sonkával töltött sertés tekercs, tört burgonya, saláta C: Tejszínes gombás csirkemell tésztával",3,"sajttal-sonka töltött sertés tekercs , tört burgonya , saláta C : tejszínes gombás csirkemell tészta",főétel,"csirke,sertés",töltött,burgonyapüré
"Sajttal- sonkával töltött sertés java, rizibizi, saláta C: Tejszínes gombás csirkemell tésztával",3,"sajttal- sonka töltött sertés java , rizibizi , saláta C : tejszínes gombás csirkemell tészta",főétel,"csirke,sertés",töltött,rizibizi
"Sajttal- gombával töltött sertés batyu, párolt rizs, saláta C: Rakott zöldbab",3,"sajttal- gomba töltött sertés batyu , párolt rizs , saláta C : Rakott zöldbab",főétel,sertés,"párolt,töltött,rakott","Sajttal- gombával töltött sertés batyu, párolt rizs, saláta C: Rakott zöldbab"
"Sajttal töltött szelet, rizzsel",3,"Sajt töltött szél , rizz",főétel,vegetáriánus,töltött,"Sajttal töltött szelet, rizzsel"
"Sajttal töltött sertés szelet, rizibizi",3,"Sajt töltött sertés szelet , rizibizi",főétel,sertés,töltött,rizibizi
"Sajttal - sonkával töltött szelet, zöldséges rizzsel",3,"Sajt - sonka töltött szél , zöldséges rizz",főétel,sertés,töltött,"Sajttal - sonkával töltött szelet, zöldséges rizzsel"
"Sajttal - gombával töltött sertés java, párolt rizs, saláta",3,"Sajt - gomba töltött sertés java , párolt rizs , saláta",főétel,sertés,"párolt,töltött","Sajttal - gombával töltött sertés java, párolt rizs, saláta"
"Sertéscsíkok párizsi bundában, párolt rizs, saláta C: Csőben sült Hawaii csirkemell, vajas burgonya",3,"Sertéscsík párizsi bunda , párolt rizs , saláta C : Cső sült Hawaii csirkemell , vajas burgonya",főétel,"csirke,sertés","sült,párolt,párizsi","Sertéscsíkok párizsi bundában, párolt rizs, saláta C: Csőben sült Hawaii csirkemell, vajas burgonya"
Sajtos tejfölös tarja karika burgonyával,3,Sajtos tejfölös tar karika burgonya,főétel,sertés,,Sajtos tejfölös tarja karika burgonyával
Sajtos nudli C: Grízes tészta öntettel,3,sajtos nudli C : Grízes tészta öntet,főétel,vegetáriánus,,Sajtos nudli C: Grízes tészta öntettel
Sajtos gombaleves,3,Sajtos gombaleves,leves,vegetáriánus,,Sajtos gombaleves
Sajtkrémleves krutonnal,3,sajtkrémleves kruton,leves,vegetáriánus,,Sajtkrémleves krutonnal
"Sertéskaraj ""Otthon"" módra, vegyes köret",3,"Sertéskaraj "" Otthon "" mód , vegyes köret",főétel,sertés,,"Sertéskaraj ""Otthon"" módra, vegyes köret"
"Sokmagvas rántott szelet, sültburgonya",3,"sokmagvas ránt szél , sültburgonya",főétel,,"rántott,sült",hasábburgonya
"Sonkával töltött rántott sajt, krokett",3,"Sonka töltött rántott sajt , krokett",főétel,sertés,"rántott,töltött",rántott sajt
"Rántott sertésszelet, fűszeres burgonya, savanyúság",3,"rántott sertésszelet , fűszeres burgonya , savanyúság",főétel,sertés,rántott,savanyúság
"Rántott sertésmáj, tört burgonya, savanyúság",3,"rántott sertésmáj , tört burgonya , savanyúság",főétel,sertés,rántott,burgonyapüré
"Rántott sertésmáj, hagymás törtburgonya",3,"rántott sertésmáj , hagymás törtburgonya",főétel,sertés,rántott,burgonyapüré
"Rántott sajt- rántott velő, párolt rizs, francia saláta C: Mustáros sertés flekken, hagymás burgonya, saláta",3,"rántott sajt- ránt velő , párolt rizs , francia saláta C : mustáros sertés flekk , hagymás burgonya , saláta",főétel,sertés,"rántott,párolt",rántott sajt
"Sonkával töltött sajt, rizibizi",3,"Sonka töltött sajt , rizibizi",főétel,sertés,töltött,rizibizi
"Rántott sajt - rántott csirkemell, párolt rizs, majonézes brokkoli",3,"rántott sajt - rántott csirkemell , párolt rizs , majonézes brokkoli",főétel,csirke,"rántott,párolt",rántott sajt
"Rántott karfiol, gomba, kukoricás rizs",3,"rántott karfiol , gomba , kukoricás rizs",főétel,vegetáriánus,rántott,"Rántott karfiol, gomba, kukoricás rizs"
"Rántott karfiol és sajt, mexikói rizs, tartármártás",3,"rántott karfiol és sajt , mexikói rizs , tartármártás",főétel,vegetáriánus,rántott,"Rántott karfiol és sajt, mexikói rizs, tartármártás"
"Rántott jércemell, burgonya krokett",3,"rántott jércemell , burgonya krokett",főétel,csirke,rántott,rántott csirkemell
Rántott jércemell rizzsel,3,rántott jércemell rizz,főétel,csirke,rántott,rántott csirkemell
"Rántott csirkeszárny, petrezselymes burgonya",3,"rántott csirkeszárny , petrezselymes burgonya",főétel,csirke,rántott,petrezselymes burgonya
Spárgakrémleves - Csontleves cérnametélttel,3,spárgakrémleves - Csontleves cérnametélt,leves,,,csontleves
"Rántott csirkeszárny, francia saláta",3,"rántott csirkeszárny , francia saláta",főétel,csirke,rántott,"Rántott csirkeszárny, francia salátával"
Stroganoff sertés tésztával,3,Stroganoff sertés tészta,főétel,sertés,,Stroganoff sertés tésztával
"Rántott csirkemell- rántott gomba, rizibizi, majonéz C: Brassói aprópecsenye, saláta",3,"rántott csirkemell- rántott gomba , rizibizi , majonéz C : Brassói aprópecsenye , saláta",főétel,csirke,rántott,rizibizi
"Rántott csirkemell, zöldséges rizs, saláta",3,"rántott csirkemell , zöldséges rizs , saláta",főétel,csirke,rántott,rántott csirkemell
"Rántott csirkemell, rizibizi, saláta C: Holstein sertés szelet, hagymás burgonya, saláta",3,"rántott csirkemell , rizibizi , saláta C : Holstein sertés szél , hagymás burgonya , saláta",főétel,"csirke,sertés",rántott,rizibizi
"Rántott csirkemell, párolt rizs, saláta C: Brassói aprópecsenye, saláta",3,"rántott csirkemell , párolt rizs , saláta C : Brassói aprópecsenye , saláta",főétel,csirke,"rántott,párolt",rántott csirkemell
"Rántott csirkemell, párolt rizs, párolt zöldség C: Kassai sertés java, vajas burgonya, saláta",3,"rántott csirkemell , párolt rizs , párolt zöldség C : Kassai sertés java , vajas burgonya , saláta",főétel,"csirke,sertés","rántott,párolt",rántott csirkemell
"Rántott csirkemell, párolt rizs, párolt zöldség C: Búbos sertés java, petrezselymes burgonya, saláta",3,"rántott csirkemell , párolt rizs , párolt zöldség C : Búbos sertés java , petrezselymes burgonya , saláta",főétel,"csirke,sertés","rántott,párolt",rántott csirkemell
Rántott csirkemell majonézes burgonyával,3,rántott csirkemell majonézes burgonya,főétel,csirke,rántott,rántott csirkemell
"Rántott csirkemell - rántott gomba, párolt rizs, majonéz",3,"rántott csirkemell - rántott gomba , párolt rizs , majonéz",főétel,csirke,"rántott,párolt",rántott csirkemell
Rántott csirkecombok fűszeres bundában rizibizivel,3,rántott csirkecomb fűszeres bunda rizibizi,főétel,csirke,rántott,rizibizi
"Rántott csirkecomb, steak burgonya",3,"rántott csirkecomb , steak burgonya",főétel,csirke,rántott,hasábburgonya
"Rántott camambert, áfonya, barack, krokett",3,"rántott camamber , áfonya , barack , krokett",főétel,,rántott,"Rántott camambert, barack, áfonya, krokett"
"Rántott camambert, krokett, áfonya, barack",3,"rántott camamber , krokett , áfonya , barack",főétel,,rántott,"Rántott camambert, barack, áfonya, krokett"
"Rántott camambert, krokett, barack, áfonya",3,"rántott camamber , krokett , barack , áfonya",főétel,,rántott,"Rántott camambert, barack, áfonya, krokett"
Rántott camambert salátával és áfonya lekvárral,3,rántott camamber saláta és áfonya lekvár,főétel,,rántott,Rántott camambert salátával és áfonya lekvárral
"Roston sült tarja hagymásan, tükörtojás, vajas burgonya, saláta",3,"Roston sül tar hagymás , tükörtojás , vajas burgonya , saláta",főétel,sertés,"sült,grillezett","Roston sült tarja hagymásan, tükörtojás, vajas burgonya, saláta"
"Szatmári sertés szelet, rizs",3,"Szatmári sertés szél , rizs",főétel,sertés,,"Szatmári sertés szelet, rizs"
