dish_name,count,lemmas,course,protein,cooking_method
"Rántott sajt- rántott velő, párolt rizs, majonézes burgonya c: mustáros sertés flekken, hagymás burgonya, saláta",3,"rántott sajt- ránt velő , párolt rizs , majonézes burgonya c : mustáros sertés flekk , hagymás burgonya , saláta",főétel,sertés,"rántott,párolt"
"Sonkával töltött sajt, rizibizi",3,"Sonka töltött sajt , rizibizi",főétel,sertés,töltött
"Csirkepaprikás, nokedli",3,"csirkepaprikás , nokedli",főétel,csirke,
"Csülökpörkölt, nokedli",3,"Csülökpörköl , nokedli",főétel,sertés,pörkölt
"Lencsefőzelék, fokhagymás natúr szelet",3,"Lencsefőzelék , fokhagymás natúr szelet",főzelék,vegetáriánus,
Firenzei csirkemell rozmaringos karika burgonyával,3,firenzei csirkemell rozmaringos karika burgonya,főétel,csirke,
Libaraguleves,3,Libaraguleves,leves,,
Ízes-grízes tészta baracklekvárral,3,ízes-grízes tészta baracklekvár,főétel,,
Frédi szelet lecsós burgonya,3,Frédi szél lecsós burgonya,főétel,vegetáriánus,
"Sült kacsacomb és mell, törtburgonya",3,"sült kacsacomb és mell , törtburgonya",főétel,,sült
"Sült hekk, kukoricás rizs",3,"sült hekk , kukoricás rizs",főétel,hal,sült
Zöldborsófőzelék fasírttal,3,Zöldborsófőzelék fasírt,főzelék,,fasírozott
"Zsebes csirke, barack, krokett",3,"Zsebes csirke , barack , krokett",főétel,csirke,
"Rántott csirkemell Orly módra, petrezselymes burgonya, saláta c: mexikói sertés szelet, párolt rizs",3,"rántott csirkemell Orly mód , petrezselymes burgonya , saláta c : mexikói sertés szelet , párolt rizs",főétel,"csirke,sertés","rántott,párolt"
"Kijevi sertéskaraj, francia saláta, rizs",3,"Kijevi sertéskaraj , francia saláta , rizs",főétel,sertés,
"Roston sült csirkecomb magyarosan, párolt rizs",3,"Roston sült csirkecomb magyaros , párolt rizs",főétel,csirke,"sült,párolt,grillezett"
"Sárgaborsó főzelék, sertés pörkölt, gyümölcs",3,"Sárgaborsó főzelék , sertés pörkölt , gyümölcs",főzelék,sertés,pörkölt
Bundáskenyér,3,Bundáskenyér,főétel,,bundás
Budapest ragu tésztával,3,Budapest ragu tészta,főétel,,
Négysajtos tészta pirított baconnal,3,négysajtos tészta pirított bacon,főétel,sertés,pirított
Zsemlegombóc leves,3,Zsemlegombóc leves,leves,,
Hamburger menü: szendy burger sültkrumplival,3,Hamburger menü : szendy burger sültkrumpli,főétel,vegetáriánus,sült
Lencsekrém leves - gyümölcsleves,3,Lencsekrém leves - gyümölcsleves,leves,vegetáriánus,
"Trópusi csirkemell, bulgur",3,"trópusi csirkemell , bulgur",főétel,csirke,
"Sobri szelet, petrezselymes burgonya",3,"Sobri szél , petrezselymes burgonya",főétel,,
"Holstein szelet, steak burgonya",3,"Holstein szelet , steak burgonya",főétel,,
Rántott camambert salátával áfonya lekvárral,3,rántott camamber saláta áfonya lekvár,főétel,,rántott
Petrezselymes vajgaluska leves,3,Petrezselymes vajgaluska leves,leves,,
Diós nudli szilvalekvárral,3,Diós nudli szilvalekvár,főétel,,
"Füstölt sajttal töltött karaj rántva, vegyes köret",3,"Füstölt sajt töltött karaj rántva , vegyes köret",főétel,sertés,"rántott,töltött"
Lecsós csirkecomb kuszkusz,3,Lecsós csirkecomb kuszkusz,főétel,csirke,
"Csongrádi sertés tekercs, hagymás burgonya, saláta",3,"csongrádi sertés tekercs , hagymás burgonya , saláta",főétel,sertés,
Mészáros tokány törtburgonyával,3,Mészáros tokány törtburgonya,főétel,,
Gulyásleves - csontleves,3,Gulyásleves - csontleves,leves,marha,
Krumplis tészta c: ízes derelye,3,Krumplis tészta c : ízes derely,főétel,vegetáriánus,
Bolognai spagetti eredeti olasz recept alapján,3,Bolognai spagetti eredeti olasz recept alap,főétel,,
Gödöllői töltött csirkecomb petrezselymes burgonyával,3,gödöllői töltött csirkecomb petrezselymes burgonya,főétel,csirke,töltött
Pirított tésztaleves - gyümölcsleves,3,pirított tésztaleves - gyümölcsleves,leves,,pirított
"Velős sertés tekercs, petrezselymes burgonya, saláta c: rakott karfiol",3,"velős sertés tekercs , petrezselymes burgonya , saláta c : rak karfiol",főétel,sertés,rakott
"Csirkecomb filé rántva, petrezselymes burgonya",3,"Csirkecomb filé rántva , petrezselymes burgonya",főétel,csirke,rántott
"Babgulyás - mákos guba, káposztás tészta",3,"Babgulyás - mákos gu , káposztás tészta",leves,marha,
"Sült hekk, petrezselymes burgonya",3,"sült hekk , petrezselymes burgonya",főétel,hal,sült
Húsleves tészta,3,húsleves tészta,leves,,
"Holstein sertés szelet, hagymás burgonya, saláta",3,"Holstein sertés szél , hagymás burgonya , saláta",főétel,sertés,
"Zöldborsófőzelék, rántott szelet",3,"Zöldborsófőzelék , rántott szél",főzelék,,rántott
"Hawaii csirkemell, rizzsel",3,"Hawaii csirkemell , rizz",főétel,csirke,
Sertés húsleves - gyümölcsleves,3,Sertés húsleves - gyümölcsleves,leves,sertés,
Roston csirkemell gombás rizs,3,Roston csirkemell gombás rizs,főétel,csirke,grillezett
Hideg tészta saláta,3,hideg tészta saláta,főétel,,
Zöldséges rakott tészta,3,zöldséges rakott tészta,főétel,vegetáriánus,rakott
Zöldbabfőzelék sült csirke felsőcombbal,3,Zöldbabfőzelék sült csirke felsőcomb,főzelék,csirke,sült
"Fokhagymás flekken, zöldbabfőzelék",3,"Fokhagymás flekk , zöldbabfőzelék",főzelék,,
Tyúkhúsleves - marha erőleves - gombakrémleves,3,Tyúkhúsleves - marha erőleves - gombakrémleves,leves,marha,
"Szezámmagos rántott csirkemell, zöldséges rizs, saláta",3,"szezámmagos rántott csirkemell , zöldséges rizs , saláta",főétel,csirke,rántott
Bbq oldalas steak burgonya majonézes káposzta saláta,3,Bbq oldalas steak burgonya majonézes káposzta saláta,főétel,sertés,
Lencsekrémleves,3,Lencsekrémleves,leves,vegetáriánus,
Parmezános natúr csirkemell avokádós majonézzel és zöldséges rizzsel,3,Parmezános natúr csirkemell avokádós majonéz és zöldséges rizz,főétel,csirke,
Tárkonyos sertésapró tésztával,3,tárkonyos sertésapró tészta,főétel,sertés,
"1 690.- jégsaláta, paprika, paradicsom, uborka, maj. kapros tonhalas öntet, tonhal darabok",3,"1 690.- jégsaláta , paprika , paradicsom , uborka , maj . kapros tonhalas öntet , tonhal darab",főétel,hal,
"Frankfurti szelet, tészta",3,"frankfurti szél , tészta",főétel,,
"Barackos csirkemell csőben sütve, sült burgonya",3,"barackos csirkemell cső sütve , sült burgonya",főétel,csirke,sült
"Pincepörkölt, főttburgonya",3,"Pincepörkölt , főttburgonya",főétel,,"főtt,pörkölt"
"Roston sült tarja hagymásan, tükörtojás, vajas burgonya, saláta",3,"Roston sül tar hagymás , tükörtojás , vajas burgonya , saláta",főétel,sertés,"sült,grillezett"
Babgulyás csipedettel,3,Babgulyás csipedet,leves,marha,
"Rántott sertésmáj, hagymás törtburgonya",3,"rántott sertésmáj , hagymás törtburgonya",főétel,sertés,rántott
Bolognai spagetti -szarvasgombás töltött karaj zöldséges rizzsel -magyaros paprikás krumpli,3,Bolognai spagetti -szarvasgombás töltött karaj zöldséges rizz -magyaros paprikás krumpli,főétel,sertés,töltött
Tyúkhúsleves - rózsagulyásleves - sajtkrémleves levesgyönggyel,3,Tyúkhúsleves - rózsagulyásleves - sajtkrémleves levesgyöngy,leves,marha,
Rántott camambert salátával és áfonya lekvárral,3,rántott camamber saláta és áfonya lekvár,főétel,,rántott
"Görög csirkecomb, steakburgonya",3,"görög csirkecomb , steakburgonya",főétel,csirke,
"Pankó morzsában sült halfilé, rizi-bizi, tartármártás",3,"Pankó morzs sült halfilé , rizi-bizi , tartármártás",főétel,hal,sült
"Gyros, friss sali, sültburgonya",3,"Gyros , friss sali , sültburgonya",főétel,,sült
"Kofapecsenye, törtburgonya",3,"kofapecsenye , törtburgonya",főétel,,
"Gyümölcsleves, sült hekk, petrezselymes burgonya",3,"gyümölcsleves , sült hekk , petrezselymes burgonya",leves,hal,sült
Tejespite baracklekvárral,3,Tejespite baracklekvár,főétel,,
"Szárnyas májas zúzapörkölt tarhonyával, saláta",3,"Szárnyas májas zúzapörkölt tarhonya , saláta",főétel,csirke,pörkölt
Zöldborsós májgaluska leves,3,Zöldborsós májgaluska leves,leves,,
"Ropogós csirkeszárny, meggyfőzelék",3,"ropogós csirkeszárny , meggyfőzelék",főzelék,csirke,
Csirkeleves,3,Csirkeleves,leves,csirke,
Babgulyás - szárnyas raguleves,3,Babgulyás - szárnyas raguleves,leves,"csirke,marha",
"Pirított csirkemáj, tört burgonya, savanyúság",3,"pirított csirkemáj , tört burgonya , savanyúság",főétel,csirke,pirított
"Betyár batyu, petrezselymes burgonya",3,"Betyár batyu , petrezselymes burgonya",főétel,,
Házi rakott burgonya,3,házi rakott burgonya,főétel,,rakott
"Sokmagvas rántott szelet, sültburgonya",3,"sokmagvas ránt szél , sültburgonya",főétel,,"rántott,sült"
Kertész leves,3,Kertész leves,leves,,
"Csülökpörkölt, tarhonya",3,"Csülökpörkölt , tarhony",főétel,sertés,pörkölt
Lencseleves füstölt hússal,3,Lencseleves füstölt hús,leves,vegetáriánus,
Csirke gordon Bleu hasábburgonya uborka saláta,3,Csirke gord Bleu hasábburgonya uborka saláta,főétel,csirke,
"Sajttal-gombával töltött sertés java, rizibizi, saláta c: bánfi sertés máj, petrezselymes burgonya, saláta",3,"sajttal-gomba töltött sertés java , rizibizi , saláta c : bánfi sertés máj , petrezselymes burgonya , saláta",főétel,sertés,töltött
Grízgaluska leves brokkolival,3,Grízgaluska leves brokkoli,leves,vegetáriánus,
Húsos rakott penne,3,húsos rak pesz,főétel,,rakott
Rántott csirkecombok fűszeres bundában rizibizivel,3,rántott csirkecomb fűszeres bunda rizibizi,főétel,csirke,rántott
"Párizsi csirkemell – rántott gomba, vajas burgonya, tartármártás c: Milánói rakott tészta",3,"párizsi csirkemell – rántott gomba , vajas burgonya , tartármártás c : Milánói rakott tészta",főétel,csirke,"rántott,rakott,párizsi,milánói"
Borcsleves,3,borcsleves,leves,,
"Fasírt, burgonyafőzelék",3,"Fasírt , burgonyafőzelék",főzelék,,fasírozott
Húsleves csigatésztával,3,húsleves csigatészta,leves,,
Spárgakrémleves - csontleves cérnametélttel,3,spárgakrémleves - csontleves cérnametélt,leves,,
"Sajttal- gombával töltött sertés batyu, párolt rizs, saláta c: rakott zöldbab",3,"sajttal- gomba töltött sertés batyu , párolt rizs , saláta c : rak zöldbab",főétel,sertés,"párolt,töltött,rakott"
Dubarry sertésszelet törtburgonyával,3,Dubarry sertésszelet törtburgonya,főétel,sertés,
Újházi tyúkhúsleves - Bakonyi betyárleves - burgonyakrémleves,3,újházi tyúkhúsleves - Bakonyi betyárleves - burgonyakrémleves,leves,,
Babgulyás - pecsenye leves,3,Babgulyás - pecsenye leves,leves,marha,
Sajtos gombaleves,3,Sajtos gombaleves,leves,vegetáriánus,
Magyaros krumplileves,3,Magyaros krumplileves,leves,vegetáriánus,
"1 690.- jégsaláta, paprika, paradicsom, uborka, madársaláta, rukkola, csirkemell sonka, trappista sajt, pirított csirkemell csíkok, parmezános joghurtos öntet",3,"1 690.- jégsaláta , paprika , paradicsom , uborka , madársaláta , rukkola , csirkemell sonka , trappista sajt , pirított csirkemell csík , parmezános joghurtos öntet",főétel,"csirke,sertés",pirított
Csirkehús leves,3,Csirkehús leves,leves,csirke,
"Kijevi csirkemell, krokett",2,"Kijevi csirkemell , krokett",főétel,csirke,
"Velős sertés tekercs, hagymás burgonya, saláta",2,"velős sertés tekercs , hagymás burgonya , saláta",főétel,sertés,
Sajtos tészta c: lekváros gombóc,2,Sajtos tészta c : lekváros gombóc,desszert,vegetáriánus,
"Kassai sertés java, törtburgonya, saláta",2,"Kassai sertés java , törtburgonya , saláta",főétel,sertés,
"Marhacsontleves, cérnametélt joghurtos csirkecombfilé, párolt zöldség, burgonya",2,"Marhacsontleves , cérnametélt joghurtos csirkecombfilé , párolt zöldség , burgonya",leves,"csirke,marha",párolt
"Csirkemell csíkok Orly módra, gombás rizs, saláta c: rablóhús, hagymás burgonya, saláta",2,"Csirkemell csík Orly mód , gombás rizs , saláta c : rablóhús , hagymás burgonya , saláta",főétel,csirke,
Rakott brokkoli,2,rakott brokkoli,főétel,vegetáriánus,rakott
"Firenzei szelet, rizs",2,"Firenzei szél , rizs",főétel,,
"Töltött dagadó, hagymás burgonya",2,"töltött dagadó , hagymás burgonya",főétel,sertés,töltött
Hentes aprópecsenye tésztával,2,Hentes aprópecsenye tészta,főétel,,
"Kijevi tekercs, petrezselymes burgonya",2,"Kijevi tekercs , petrezselymes burgonya",főétel,,
"Rántott jércemell, párolt zöldség, rizs",2,"rántott jércemell , párolt zöldség , rizs",főétel,csirke,"rántott,párolt"
"Ponty szelet parasztosan, párolt rizs, saláta",2,"ponty szél parasztos , párolt rizs , saláta",főétel,hal,párolt
"Szezámos rántott csirkecomb, rizibizi",2,"szezámos rántott csirkecomb , rizibizi",főétel,csirke,rántott
"Sokmagvas csirkemell, majonézes salátával",2,"Sokmagvas csirkemell , majonézes saláta",főétel,csirke,
Erdei gyümölcskrémleves,2,Erdei gyümölcskrémleves,leves,,
"Csőben sült paradicsomos csirkemell, krokett",2,"cső sült paradicsomos csirkemell , krokett",főétel,csirke,sült
"Szezámmagos rántott csirkemell, vegyes köret, saláta",2,"szezámmagos rántott csirkemell , vegyes köret , saláta",főétel,csirke,rántott
"Szerb rizseshús, savanyúság",2,"szerb rizseshús , savanyúság",főétel,,
Csirkemájjal töltött karaj rizibizivel,2,Csirkemájjal tölt karaj rizibizi,főétel,"csirke,sertés",töltött
"Finom főzelék, sült csirkecomb",2,"finom főzelék , sült csirkecomb",főzelék,csirke,sült
Stefánia vagdalt lencsefőzelékkel,2,Stefánia vagdalt lencsefőzelékkel,főzelék,vegetáriánus,
"Natúr csirkemell jóasszony módra, vajas burgonya, saláta c: sajttal- sonkával töltött sertés java, párolt rizs, saláta",2,"Natúr csirkemell jóasszony mód , vajas burgonya , saláta c : sajttal- sonka töltött sertés java , párolt rizs , saláta",főétel,"csirke,sertés","párolt,töltött"
"Lecsós sertésszelet, tarhonya",2,"Lecsós sertésszelet , tarhony",főétel,sertés,
"Pilvax"" szelet, rizs",2,"Pilvax "" szelet , rizs",főétel,,
"Rántott sajt – rántott velő, zöldséges rizs, tartármártás c: Párizsi sertés szelet, tört burgonya, saláta",2,"rántott sajt – ránt velő , zöldséges rizs , tartármártás c : Párizsi sertés szél , tört burgonya , saláta",főétel,sertés,"rántott,párizsi"
Gyros hasábburgonyával,2,Gyros hasábburgonya,főétel,,
Babgulyás - kacsaleves,2,Babgulyás - kacsaleves,leves,marha,
"Töltött dagadó, hagymás törtburgonya, kovászos uborka",2,"töltött dagadó , hagymás törtburgonya , kovászos uborka",főétel,sertés,töltött
"Rántott tőkehal, petrezselymes burgonya",2,"rántott tőkehal , petrezselymes burgonya",főétel,hal,rántott
"Sült oldalas, törtburgonyával, párolt káposztával",2,"sült oldalas , törtburgonya , párolt káposzta",főétel,sertés,"sült,párolt"
Burgonyafőzelék sertéspörkölttel,2,Burgonyafőzelék sertéspörkölt,főzelék,sertés,pörkölt
Rántott hal kéksajtos burgonyával,2,rántott hal kéksajtos burgonya,főétel,hal,rántott
"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: Holstein sertés java, vajas burgonya, saláta",2,"szezámmagos rántott csirkemell , párolt rizs , párolt zöldség c : Holstein sertés java , vajas burgonya , saláta",főétel,"csirke,sertés","rántott,párolt"
"Sertés szelet gazdagon, párolt rizs, saláta",2,"sertés szelet gazdag , párolt rizs , saláta",főétel,sertés,párolt
"Rántott tőkehalfilé, sült burgonya, tartármártás",2,"rántott tőkehalfilé , sült burgonya , tartármártás",főétel,hal,"rántott,sült"
"Fokhagymás sertéssült, tört burgonya, párolt káposzta",2,"Fokhagymás sertéssül , tört burgonya , párolt káposzta",főétel,sertés,"sült,párolt"
"Csirkepörkölt rizzsel, saláta",2,"Csirkepörkölt rizz , saláta",főétel,csirke,pörkölt
"Lecsós sertés pörkölt, tésztával",2,"Lecsós sertés pörkölt , tészta",főétel,sertés,pörkölt
Székelygulyás füstölt hússal,2,Székelygulyás füstölt hús,főétel,marha,
"Rántott sajt, rántott gomba, párolt rizs, majonézes kukorica c: mustáros sertés tarja, petrezselymes burgonya, saláta",2,"rántott sajt , rántott gomba , párolt rizs , majonézes kukorica c : mustáros sertés tar , petrezselymes burgonya , saláta",főétel,sertés,"rántott,párolt"
Tavaszi zöldségleves csirkepörkölt galuskával,2,tavaszi zöldségleves csirkepörkölt galuska,leves,csirke,pörkölt
"Hurka - kolbász, hagymás burgonya",2,"Hurka - kolbász , hagymás burgonya",főétel,sertés,
"Meggyszósz, Párizsi csirkemellel",2,"Meggyszósz , Párizsi csirkemel",főétel,csirke,párizsi
"Párizsi csirkemell csíkok, petrezselymes burgonya, saláta c: sertés szelet jóasszony módra, párolt rizs, saláta",2,"párizsi csirkemell csík , petrezselymes burgonya , saláta c : sertés szél jóasszony mód , párolt rizs , saláta",főétel,"csirke,sertés","párolt,párizsi"
